"AED Serial Number",Model/Type,"School Location","School Name","School Code","Building Code",Region,"Is Cooling Center?",City,Zip,Floor,"Summer School?",Complete?,"Date Completed",Invoiced?,Recalled?,RMA?,"AED Location","Pads A","Pads B","Pediatric Pads","G 2005","Spare Battery Install Before Date",Battery,"Medical Director","Municipal Filing","Num Drills","Num Service Calls","Service History","Last Service Date","Trainer Name","# Trained","Contact Name","Contact Phone","Contact Email"
B20D-02379,,"80 Catherine Street","Manhattan Youth (MSAL) SERVICE CALL ONLY",00-M-000,,,N,"New York",10038,,No,Yes,"2022-08-05 11:19:56",No,No,No,"MSAL  Zane Holmes",2028-04-01,2028-04-01,key,N,2025-09-01,,,,0,2,"shipped 3.23.2022 KS205772",2025-12-19,"Taylor Litz",0,"Zane Holmes",,zholmes@manhattanyouth.org
B20D-02380,,"80 Catherine Street","Manhattan Youth (MSAL) SERVICE CALL ONLY",00-M-000,,,N,"New York",10038,,No,Yes,"2022-08-05 11:20:52",No,No,No,"MSAL  Zane Holmes",2026-02-01,2026-02-01,,N,2025-09-01,,,,0,2,"shipped 3.23.2022 KS205772",2025-12-15,"Taylor Litz",0,"Zane Holmes",,zholmes@manhattanyouth.org
B20D-02381,,"39 Truxton Street","Imagine Me Leadership Charter School",84-K-785,,,N,Brooklyn,11233,,No,Yes,"2022-12-22 16:49:04",No,No,No,"4th Flood outside elevator ",2026-07-01,2026-07-01,,N,2025-03-01,,,,22,21,"AED Marked Unavailable 
",2025-10-28,"Rodney Riddick",11,"Derrick cerisier",347-985-2140,dcerisier@imlcs.org
B20D-02382,,"577 East 179 Street","J.H.S. 118 William W. Niles",10-X-118,X118,CFN5,N,Bronx,10457,"1st Floor ",No,Yes,"2023-04-05 11:36:50",No,No,No,"Main Entrance",2028-04-01,2026-02-01,key,N,2025-03-01,,,,38,33,"Used in Event 3-30-23 75-K-077
Replacement unit 4-4-23 Event 10-X-118",2026-02-10,"Damian Carrera",13,"Courtney Ware",718-584-2330,cwares@schools.nyc.gov
B20D-02383,,"3201 Kingsbridge Avenue","Milton Fein School",10-X-007,X007,1,N,Bronx,10463,"3rd floor",No,Yes,,No,No,No,"Outside room 351",2026-07-01,2026-07-01,key,N,2025-03-01,2022-03-01,,,46,31,,2025-11-03,"Damian Carrera",11,"Miosotis Ramos",718-796-8695,mramos18@schools.nyc.gov
B20D-02384,,"4004 Fourth Avenue","I.S. 136 Charles O. Dewey",15-K-136,,8,N,Brooklyn,11232,,No,Yes,"2022-07-05 13:51:07",No,No,No,"NY Road Runners - gym closet",2026-07-01,2026-01-01,key,N,2027-10-01,,,,34,22,"Out with Coach: 2022-05-20 09:28:51
Out with Coach: 2023-02-10 10:02:14
Previously marked as missing has been found 4/2025
was informed by baseball coach that this psal is for the baseball team, not the NY road runners track team 4/2025",2025-11-20,"Blake Karnes",12,"Gisel Rodriguez",718-490-3890,grodriguez7@schools.nyc.gov
B20D-02385,,"522 West 44th Street","Beacon High School",03-M-479,,,N,"New York",10036,,No,Yes,"2022-02-02 14:59:35",No,No,No,PSAL,2026-07-01,2026-07-01,,N,2028-05-01,2023-11-01,,,36,33,"Out with Coach: 2024-11-19 10:45:32
Out with Coach: 2025-11-12 10:14:16",2025-03-05,"Taylor Litz",7,"Ndabaningi Simmons",3474493730,Nsimmon2@schools.nyc.gov
B20D-02386,,"80 Catherine Street","Manhattan Youth (MSAL) SERVICE CALL ONLY",00-M-000,,,N,"New York",10038,,No,Yes,"2022-08-05 11:21:51",No,No,No,"MSAL  Zane Holmes",2026-02-01,2026-02-01,,N,2025-08-01,,,,0,2,"shipped 3.23.2022 KS205772",2024-03-08,"Taylor Litz",0,"Zane Holmes",,zholmes@manhattanyouth.org
B20D-02387,,"701 St. Anns Avenue","University Heights Secondary School",07-X-495,,,N,Bronx,10455,,No,Yes,"2022-03-22 14:37:08",No,No,No,PSAL,2026-01-01,2026-01-01,key,N,2021-12-01,2025-03-01,,,10,8,"Out with Coach: 2022-03-09 12:21:53
AED Marked Unavailable 
",2025-12-01,"Kevin Kelly",13,"Erick Jenkins",718-292-0578,ejenkin4@schools.nyc.gov
B20D-02388,,"1550 Vyse Avenue","Fairmont Neighborhood School",12-X-314,X050,,N,Bronx,10460,"first floor",No,Yes,"2022-11-28 10:39:02",No,No,No,"Main entrance",2026-07-01,2026-07-01,key,N,2028-08-01,2023-09-01,,,21,20,"shipped 9.30.2022 KS228392",2025-10-21,"Damian Carrera",16,"Ofelia Palacio",17188605210,opalacio@schools.NYC.gov
B20D-02389,,"2515 Avenue L","P.S. 193 Gil Hodges",22-K-193,K193,,N,Brooklyn,11210,"5th floor",No,Yes,"2021-12-03 10:43:20",No,No,No,"outside room 507-  5th floor",2026-07-01,2026-07-01,key,N,2025-03-01,2021-09-01,,,39,24,"shipped 9.9.2021 KS168546
delivered 9.10.2021 and signed for by Marva Corridon",2026-02-10,"Blake Karnes",13,"Lori Sblano",718-338-9011,lsblano@schools.nyc.gov
B20D-02390,,"1260 Franklin Avenue","Mott Hall Charter School",84-X-177,X862,,N,Bronx,10456,,No,Yes,"2022-11-17 10:27:55",No,No,No,"Mini Building",2026-07-01,2026-07-01,key,N,2028-05-01,2022-10-01,,,4,1,"shipped 10.6.2022 KS229019 ",2025-10-07,"Damian Carrera",1,"Wanda Andujar",,wandujar@motthallcs.org
B20D-02391,,"2385 Olinville Avenue","P.S. 096 Richard Rodgers",11-X-096,X096,X096,N,Bronx,10467,,No,Yes,"2022-10-19 11:03:00",No,No,No,"2nd fl outside main office",2026-07-01,2026-07-01,key,N,2025-02-01,2022-10-01,,,41,31,"shipped 9.30.2022 KS228390
main battery reinstalled 10/2022 RC",2025-09-26,"Damian Carrera",18,"Christine Torres",718-652-4959,CTorres21@schools.nyc.gov
B20D-02392,,"80 Catherine Street","Manhattan Youth (MSAL) SERVICE CALL ONLY",00-M-000,,,N,"New York",10038,,No,Yes,"2022-06-22 14:06:36",No,No,No,"MSAL -  Jason Bissonette",2024-08-01,2024-03-01,,N,2025-09-01,,,,0,2,"shipped 3.23.2022 KS205768
delivered 3.25.2022 and signed for by a hunter
",2022-06-22,"Taylor Litz",0,"Zane Holmes",,zholmes@manhattanyouth.org
B20D-02393,,"80 Catherine Street","Manhattan Youth (MSAL) SERVICE CALL ONLY",00-M-000,,,N,"New York",10038,,No,Yes,"2022-08-05 11:22:41",No,No,No,"MSAL  Zane Holmes",2026-02-01,2026-02-01,,N,2025-09-01,,,,0,2,"shipped 3.23.2022 KS205772",2025-12-15,"Taylor Litz",0,"Zane Holmes",,zholmes@manhattanyouth.org
B20D-02394,,"80 Catherine Street","Manhattan Youth (MSAL) SERVICE CALL ONLY",00-M-000,,,N,"New York",10038,,No,Yes,"2022-08-05 11:23:42",No,No,No,"MSAL  Zane Holmes",2028-04-01,2028-04-01,key,N,2025-09-01,,,,0,2,"shipped 3.23.2022 KS205772",2025-12-19,"Taylor Litz",0,"Zane Holmes",,zholmes@manhattanyouth.org
B20D-02395,,"80 Catherine Street","Manhattan Youth (MSAL) SERVICE CALL ONLY",00-M-000,,,N,"New York",10038,,No,Yes,"2022-06-22 14:08:25",No,No,No,"MSAL -  Jason Bissonette ",2024-08-01,2024-03-01,,N,2025-09-01,,,,0,2,"shipped 3.23.2022 KS205768
delivered 3.25.2022 and signed for by a hunter
",2023-07-11,"Taylor Litz",0,"Zane Holmes",,zholmes@manhattanyouth.org
B20D-02396,,"80 Catherine Street","Manhattan Youth (MSAL) SERVICE CALL ONLY",00-M-000,,,N,"New York",10038,,No,Yes,"2022-08-05 11:24:37",No,No,No,"MSAL  Zane Holmes",2026-02-01,2026-02-01,,N,2025-09-01,,,,0,2,"shipped 3.23.2022 KS205772",2024-03-08,"Taylor Litz",0,"Zane Holmes",,zholmes@manhattanyouth.org
B20D-02397,,"75 Broad Street","Millennium High School",02-M-418,M824,,N,"New York",10004,"13th floor",No,Yes,"2022-12-20 13:16:26",No,No,No,"13th floor 'Y' staircase",2028-03-01,2026-07-01,key,N,2029-08-01,2023-10-01,,,35,32,"shipped 10.6.2022 KS229032
battery reinstalled 10/2022",2025-12-11,"Taylor Litz",12,"David Becker",212-8436932,dbecker42@schools.NYC.gov
B20D-02398,,"80 Catherine Street","Manhattan Youth (MSAL) SERVICE CALL ONLY",00-M-000,,,N,"New York",10038,,No,Yes,"2022-08-05 11:25:44",No,No,No,"MSAL  Zane Holmes",2026-07-01,2026-07-01,,N,2025-08-01,,,,0,2,"shipped 3.23.2022 KS205772",2025-12-15,"Taylor Litz",0,"Zane Holmes",,zholmes@manhattanyouth.org
B20D-02399,,"2050 Prospect Avenue","The School of Science and Applied Learning",12-X-300,X234,2,N,Bronx,10457,,No,Yes,"2022-10-25 10:55:16",No,No,No,"Main Entrance",2028-04-01,2026-07-01,key,N,2028-05-01,2022-10-01,,,41,28,"shipped 10.6.2022 KS229028
main battery reinstalled 10/2022",2026-02-03,"Damian Carrera",13,"Danielle Smith",718-584-6310,dsmith20@schools.nyc.gov
B20D-02400,,"1100 East New York Avenue","P.S. 189 The Bilingual Center",17-K-189,K889,6,N,Brooklyn,11212,,No,Yes,"2022-12-08 10:30:14",No,No,No,"Main Entrance ",2026-07-01,2026-07-01,key,N,2026-02-01,2022-12-01,,,37,26,"Out with Coach: 2023-03-16 11:26:53",2025-10-03,"Rodney Riddick",10,"Gilbert torchon","(718) 756-0210",gtorchon@schools.nyc.gov
B20D-02401,,"757 Concourse Village West","South Bronx Classical Charter School IV",84-X-588,,SBC,N,Bronx,10451,"3rd floor",No,Yes,"2021-02-16 13:22:13",No,No,No,"Main Entrance Outside elevator",2026-05-01,2026-01-01,key,N,2025-02-01,2020-12-01,,,19,24,"shipped 12.8.2020 KS144105
Out with Coach: 2023-05-08 11:10:43",2025-11-17,"Damian Carrera",4,"Christopher Williams",13475084154,cwilliams@classicalcharterschools.org
B20D-02402,,"690 East 183 Street","P.S. 032 Belmont",10-X-032,X832,1,N,Bronx,10458,,No,Yes,"2022-11-18 16:17:51",No,No,No,"mini school",2026-07-01,2026-07-01,key,N,2028-05-01,2022-10-01,,,38,29,"shipped 10.6.2022 KS229025",2025-10-24,"Kevin Kelly",12,"RHONDA STIGLIANO","(718) 584-3683",RSTIGLI@SCHOOLS.NYC.GOV
B20D-02404,,"89-17 161st Street","Growing Up Green Charter School II (Elementary School)",84-Q-372,,GUG,N,Jamaica,11432,,No,Yes,"2022-04-14 10:11:22",No,No,No,"2nd floor outside room 202",2026-07-01,2027-12-01,key,N,2025-02-01,,,,10,12,"AED Marked Unavailable 
",2025-12-08,"Steve Rizzo",19,"Yesenia Torres ","347 642 4306",torres@gugcs.org
B20D-02406,,"80 Catherine Street","Manhattan Youth (MSAL) SERVICE CALL ONLY",00-M-000,,,N,"New York",10038,,No,Yes,"2022-08-05 11:26:33",No,No,No,"MSAL  Zane Holmes",2026-02-01,2025-03-01,,N,2025-09-01,,,,0,2,"shipped 3.23.2022 KS205772",2024-03-08,"Taylor Litz",0,"Zane Holmes",,zholmes@manhattanyouth.org
B20D-02407,,"100 Luten Avenue","Tottenville High School",31-R-455,,7,N,"Staten Island",10312,,No,Yes,"2022-04-19 15:23:02",No,No,No,PSAL,2026-02-01,2026-01-01,2026-01-01,N,2025-03-01,2022-01-01,,,38,40,"shipped 10.14.2021 KS173859
Delivered 10.18.2021 and signed for by Dona S
Out with Coach: 2023-05-25 10:41:38",2024-12-19,"James Coponi",25,"cliff bloom",718-668-8800,cbloom3@schools.nyc.gov
B20D-02408,,"2424 Jerome Avenue","P.S. 033 Timothy Dwight",10-X-033,X033,X033,N,Bronx,10468,,No,Yes,"2022-10-19 10:34:57",No,No,No,"3rd floor",2026-07-01,2026-07-01,key,N,2028-08-01,2023-07-01,,,43,26,"shipped 9.30.2022 KS228401
main battery reinstalled 10/2022 RC",2025-10-27,"Damian Carrera",7,"Leonardo Castro","718 584 3926",lcastro5@schools.nyc.gov
B20D-02409,,"109-55 128th Street","Success Academy Ozone Park Middle School",84-Q-337,,,N,"South Ozone Park",11420,,No,Yes,"2022-04-11 13:23:16",No,No,No,"3rd FL Across from rm308",2028-03-01,2026-07-01,key,N,2025-03-01,2022-02-01,,,11,11,,2026-01-23,"Vinny Catania ",0,"preyasi sudama",3478261301,preyasi.sudama@saschools.org
B20D-02410,,"360 East 168 Street","P.S. 053 Basheer Quisim",09-X-053,X053,1,N,Bronx,10456,"first floor",No,Yes,"2022-11-18 17:02:08",No,No,No,"Main Entrance/ Main Bldg",2026-02-01,2026-02-01,key,N,2028-08-01,2023-10-01,,,43,24,"shipped 10.6.2022 KS229027",2025-10-14,"Damian Carrera",11,"Gloria Martinez",718-681-7276,gmartinez10@schools.NYC.gov
B20D-02411,,"160-05 Highland Avenue","Hillcrest High School",28-Q-505,Q505,,N,Jamaica,11432,,No,Yes,"2022-03-14 14:34:41",No,No,No,"outside rm 314",2026-07-01,2026-07-01,key,N,2023-03-01,,,,41,42,,2026-01-13,"Steve Rizzo",15,"Ebers Beauzile",7186585407,ebeauzile@schools.nyc.gov
B20D-02412,,"97-29 64th Road","Valence College Prep Charter School",84-Q-387,,,N,"Rego Park",11374,,No,Yes,"2021-11-05 13:08:18",No,No,No,"Third Floor",2026-02-01,2026-02-01,key,N,2030-11-01,2025-09-01,,,14,16,,2025-09-18,"Peter Shikar",7,"AJ Bute",646-854-8414,abute@valencecollegeprep.org
B20D-02413,,"201 Warren Street","I.S. 289 Manhattan",02-M-289,,9,N,"New York",10282,,No,Yes,"2022-05-11 10:13:02",No,No,No,"Portable - gym closet",2028-04-01,2026-01-01,key,N,2026-05-01,,,,9,4,"shipped 2.17.2022 KS202157
Out with Coach: 2022-11-01 13:30:39
**previously marked as stolen, police report: 2023-001-752, found in storage**",2026-01-14,"Taylor Litz",6,"Zeynep Ozkan",212-571-5659,zozkan@schools.nyc.gov
B20D-02416,,"80 Catherine Street","Manhattan Youth (MSAL) SERVICE CALL ONLY",00-M-000,,,N,"New York",10038,,No,Yes,"2022-06-22 14:12:27",No,No,No,"MSAL -  Jason Bissonette ",2024-08-01,2024-05-01,,N,2025-09-01,,,,0,2,"shipped 3.23.2022 KS205768
delivered 3.25.2022 and signed for by a hunter",2023-07-11,"Taylor Litz",0,"Zane Holmes",,zholmes@manhattanyouth.org
B20D-02423,,"75-02 162 Street","P.S. 154 Queens",25-Q-154,Q154,3,N,Flushing,11366,"3rd floor ",No,Yes,"2023-03-16 13:13:20",No,No,No,"Outside Rm 311",2027-12-01,2026-02-01,key,N,2028-05-01,,,,35,20,"Replacement for B10F-03328 (Event 3-15-23)",2025-12-16,"Steve Rizzo",12,"Cindy King",718-591-1500," cking9@schools.nyc.gov "
B20D-02424,,"888 Rev J A Polite Ave","The Longwood Academy of Discovery",08-X-333,X060,2,N,Bronx,10459,"4th Floor",No,Yes,"2022-11-18 11:43:40",No,No,No,"Outside room 408",2026-07-01,2026-07-01,key,N,2028-05-01,2022-10-01,,,37,23,"shipped 10.6.2022 KS229024",2025-11-12,"Kevin Kelly",1,"Michael Sonnichsen",,msonnichsen@schools.nyc.gov
B20D-02430,,"2365 Waterbury Avenue","P.S./M.S. 194",11-X-194,X194,2,N,Bronx,10462,,No,Yes,"2022-10-21 11:37:31",No,No,No,"2nd Fl Outside Nurse Office",2026-07-01,2026-07-01,key,N,2029-10-01,2025-03-01,,,38,28,"shipped 9.30.2022 KS228387
main battery reinstalled 10/2022",2025-11-20,"Damian Carrera",17,"Davina Ruiz","(718) 892-5270",druiz3@schools.nyc.gov
B20D-02431,,"1640 Bronxdale Avenue","P.S./M.S. 11X498 - Van Nest Academy",11-X-498,X498,,N,Bronx,10462,,No,Yes,"2022-10-19 13:08:13",No,No,No,"main entrance",2026-07-01,2026-07-01,key,N,2024-12-01,2022-10-01,,,28,20,"shipped 9.30.2022 KS228388
Reinstall main battery 10/2022 
",2025-11-05,"Damian Carrera",10,"Ann Reynolds, AP",718-409-3001,areynolds2@schools.nyc.gov
B20D-02432,,"82-37 Kew Gardens Road","P.S. 099 Kew Gardens",28-Q-099,Q099,Q099,N,"Kew Gardens",11415,"3rd floor",No,Yes,"2022-12-22 15:13:18",No,No,No,"outside main stairwell",2028-03-01,2028-03-01,key,N,2023-04-01,2025-09-01,,,36,17,"shipped 5.11.2022 KS210006
",2025-11-25,"Vinny Catania ",7,"Nick Sforza","718 544 4343",nsforza2@schools.nyc.gov
B20D-02433,,"80 Catherine Street","Manhattan Youth (MSAL) SERVICE CALL ONLY",00-M-000,,,N,"New York",10038,,No,Yes,"2022-06-22 14:13:16",No,No,No,"MSAL -  Jason Bissonette ",2024-03-01,2025-02-01,,N,2025-09-01,,,,0,2,"shipped 3.23.2022 KS205768
delivered 3.25.2022 and signed for by a hunter
",2023-07-11,"Taylor Litz",0,"Zane Holmes",,zholmes@manhattanyouth.org
B20D-02434,,"341 East 207 Street","P.S. 056 Norwood Heights",10-X-056,X056,1,N,Bronx,10467,"1st floor",No,Yes,"2022-10-14 12:55:18",No,No,No,"outside multipurpose room",2026-07-01,2026-07-01,key,N,2027-10-01,2022-10-01,,,40,26,"Battery reinstalled 10/2022 from other AED",2025-10-30,"Damian Carrera",12,"Maria Taubner","718 405 6330",mtaubne@schools.nyc.gov
B20D-02435,,"80 Catherine Street","Manhattan Youth (MSAL) SERVICE CALL ONLY",00-M-000,,,N,"New York",10038,,No,Yes,"2022-08-05 11:27:22",No,No,No,"MSAL  Zane Holmes",2026-02-01,2026-02-01,,N,2025-09-01,,,,0,2,"shipped 3.23.2022 KS205772",2025-04-29,"Taylor Litz",0,"Zane Holmes",,zholmes@manhattanyouth.org
B20D-02436,,"2750 Throop Avenue","P.S. 121 Throop",11-X-121,X121,,N,Bronx,10469,,No,Yes,"2022-10-12 10:29:46",No,No,No,"Main Entrance",2026-08-01,2026-07-01,key,N,2028-05-01,2022-10-01,,,40,25,"main battery reinstalled. 10.2022 RC",2025-10-23,"Damian Carrera",12,"Jared Kreiner",718-654-2055,kkrein@schools.nyc.gov
B20D-02437,,"75 Broad Street","Millennium High School",02-M-418,M824,,N,"New York",10004,"1st floor",No,Yes,"2022-12-20 13:18:02",No,No,No,"by School Safety",2028-03-01,2026-07-01,key,N,2025-02-01,2022-10-01,,,35,32,"shipped 10.6.2022 KS229032
battery reinstalled 10.2022",2025-12-11,"Taylor Litz",12,"David Becker",212-8436932,dbecker42@schools.NYC.gov
B20D-02438,,"757 Cauldwell Avenue","P.S. 157 Grove Hill",07-X-157,X157,9,N,Bronx,10456,,No,Yes,"2022-11-17 09:13:33",No,No,No,"Main Entrance",2026-07-01,2026-07-01,key,N,2028-08-01,2023-08-01,,,47,27,"shipped 10.6.2022 KS229042",2026-01-09,"Damian Carrera",11,"Katrina Fennell",718-292-5255,kfennell@schools.nyc.gov
B20D-02439,,"21-21 Ditmars Boulevard","P.S. 122 Mamie Fay",30-Q-122,Q122,4,N,Astoria,11105,,No,No,,No,No,No,"across from 412",2028-05-01,2026-02-01,key,N,2026-03-01,2021-10-01,,,37,23,,2026-02-03,"Peter Shikar",12,"Brian Kasper ",718-721-6410,bkasper2@schools.nyc.gov
B20D-02440,,"7 Beaver Street","Richard R. Green High School of Teaching",02-M-580,,,N,"New York",10004,,No,Yes,"2022-02-01 16:54:05",No,No,No,PSAL,2026-07-01,2026-07-01,key,N,2024-12-01,,,,25,24,"Out with Coach: 2022-03-07 11:25:28
Out with Coach: 2024-06-05 11:38:19",2025-12-11,"Taylor Litz",4,"Jackie Mayol",646-826-8174,jmayol@schools.nyc.gov
B20D-02441,,"80 Catherine Street","Manhattan Youth (MSAL) SERVICE CALL ONLY",00-M-000,,,N,"New York",10038,,No,Yes,"2022-06-22 14:14:14",No,No,No,"MSAL -  Jason Bissonette ",2024-08-01,2024-03-01,,N,2025-08-01,,,,0,2,"shipped 3.23.2022 KS205768
delivered 3.25.2022 and signed for by a hunter",2023-07-11,"Taylor Litz",0,"Zane Holmes",,zholmes@manhattanyouth.org
B20D-02442,,"55 Battery Place","Battery Park City School",02-M-276,M276,CFN14,N,"New York",10280,,No,Yes,"2022-03-28 10:40:46",No,No,No,"outside room 103",2028-04-01,2026-02-01,key,N,2025-02-01,,,,32,21,"shipped 9.14.2021 KS169697
delivered 9.17.2021 and signed for by Terri Ruyter
wall cabinet glass broke ATTN: Angie O\'Reilly (still broke 1/26)
",2026-01-14,"Taylor Litz",2,"Mary Valentine",212-266-5800,mvalentine@schools.nyc.gov
B20D-02443,,"80 Catherine Street","Manhattan Youth (MSAL) SERVICE CALL ONLY",00-M-000,,,N,"New York",10038,,No,Yes,"2022-08-05 11:28:14",No,No,No,"MSAL  Zane Holmes",2024-08-01,2024-03-01,,N,2025-09-01,,,,0,2,"shipped 3.23.2022 KS205772",2022-08-04,"Taylor Litz",0,"Zane Holmes",,zholmes@manhattanyouth.org
B20D-02444,,"320 E. 180th St","PS 496 - Arthur A. Schomburg Educational campus",09-X-163,X496,1,N,Bronx,10457,,No,Yes,"2021-12-20 15:00:58",No,No,No,"4th fl outside gym",2027-12-01,2027-12-01,key,N,2025-03-01,2021-09-01,,,40,24,"shipped 9.10.2021 KS168594
delivered 9.14.2021 and signed for by r cora",2026-02-09,"Damian Carrera",10,"Paul Woltman","(718) 584-3045",pwoltmann@schools.nyc.gov
B20D-02445,,"2185 Bathgate Avenue","P.S. 059 The Community School of Technology",10-X-059,X059,X059,N,Bronx,10457,,No,Yes,"2022-10-25 10:34:03",No,No,No,"Main Entrance",2028-04-01,2026-01-01,key,N,2023-10-01,2022-10-01,,,41,30,"shipped 10.6.2022 KS229033
main battery reinstalled 10.2022",2026-02-02,"Damian Carrera",10,"Fiona Tierney",718-584-4730,"ftierne@schools.nyc.gov "
B20D-02446,,"4211 14 Avenue","P.S. 164 Caesar Rodney",20-K-164,K164,7,N,Brooklyn,11219,"3rd Floor ",No,Yes,"2023-03-31 12:24:14",No,No,No,"Outside Rm 304",2028-04-01,2026-01-01,key,N,2024-12-01,2022-09-01,,,37,24,"Replacement AED for B20D-02382 used in event 3-30-23",2026-01-13,"John McKoll",11,"Erica Steinberg","(718) 854-4100",esteinberg@schools.nyc.gov
B20D-02447,,"1340 Sheridan Avenue","P.S. X088 - S. Silverstein Little Sparrow School",09-X-088,X088,,N,Bronx,10456,,No,Yes,"2022-11-23 14:36:47",No,No,No,"Staircase between Mezzanine and Cafeteria",2026-02-01,2026-02-01,key,N,2028-05-01,2022-11-01,,,41,23,"shipped 10.6.2022 KS229043",2025-10-15,"Damian Carrera",4,"Nibal Jurdy",718-681-6220,njurdy@schools.nyc.gov
B20D-02448,,"245 East 56 Street","Art and Design High School",02-M-630,M488,9,N,"New York",10022,,No,Yes,"2022-06-30 16:04:02",No,No,No,"main entrance",2026-07-01,2026-07-01,key,N,2027-10-01,,,,37,32,"shipped 5.23.2022 KS212351",2025-11-19,"Taylor Litz",5,"Barrington McCalla",6318970194,bmccall2@schools.nyc.gov
B20D-02449,,"1-35 57th Avenue","P.S. 384 - Hunters Point Elementary",30-Q-384,Q375,,N,"Long Island City",11101,"4th floor",No,Yes,"2022-02-01 16:40:49",No,No,No,"2nd fl outside elevator",2028-05-01,2026-02-01,key,N,2025-03-01,2022-01-01,,,14,15,"shipped 9.9.2021  KS168550
delivered on 9.13.2021 and signed for by m m quitlaw",2026-02-11,"Peter Shikar",11,"Christine Britton",718-391-4667,cbritton2@schools.nyc.gov
B20D-02450,,"2750 Throop Avenue","P.S. 121 Throop",11-X-121,X921,,N,Bronx,10469,,No,Yes,"2022-10-12 10:30:44",No,No,No,"Trailer 4",2026-07-01,2026-07-01,key,N,2028-05-01,2022-10-01,,,40,25,"main battery reinstalled 10/2022 RC",2025-10-23,"Damian Carrera",12,"Jared Kreiner",718-654-2055,kkrein@schools.nyc.gov
B20D-02451,,"80 Catherine Street","Manhattan Youth (MSAL) SERVICE CALL ONLY",00-M-000,,,N,"New York",10038,,No,Yes,"2022-08-05 11:29:12",No,No,No,"MSAL  Zane Holmes",2024-08-01,2024-02-01,,N,2025-09-01,,,,0,2,"shipped 3.23.2022 KS205772",2022-08-04,"Taylor Litz",0,"Zane Holmes",,zholmes@manhattanyouth.org
B20D-02452,,"2050 Prospect Avenue","The School of Science and Applied Learning",12-X-300,X234,2,N,Bronx,10457,,No,Yes,"2022-10-25 10:54:42",No,No,No,"Outside Nurse's Office",2028-04-01,2026-07-01,key,N,2028-05-01,2022-10-01,,,41,28,"shipped 10.6.2022 KS229028
main battery reinstalled 10/2022",2026-02-03,"Damian Carrera",13,"Danielle Smith",718-584-6310,dsmith20@schools.nyc.gov
B20D-02453,,"2400 Jerome Avenue","P.S. 033 Timothy Dwight Annex",10-X-033,X347,X033,N,Bronx,10468,"5th floor",No,Yes,"2021-09-30 14:49:13",No,No,No,"5th Fl Outside Elevator",2026-07-01,2026-07-01,key,N,2025-03-01,2021-09-01,,,10,12,,2025-10-27,"Damian Carrera",8,"Margarita Ceara",(646)322-5233,mceara@schools.nyc.gov
B20D-02454,,"80 Catherine Street","Manhattan Youth (MSAL) SERVICE CALL ONLY",00-M-000,,,N,"New York",10038,,No,Yes,"2022-08-05 11:30:08",No,No,No,"MSAL  Zane Holmes",2026-02-01,2026-02-01,,N,2025-08-01,,,,0,2,"shipped 3.23.2022 KS205772",2025-04-29,"Taylor Litz",0,"Zane Holmes",,zholmes@manhattanyouth.org
B20D-02455,,"1617 PARKVIEW AVENUE","Earl Monroe New Renaissance Basketball Charter School",84-X-635,XACJ,,N,Bronx,10461,,No,Yes,"2022-01-03 14:32:33",No,No,No,"Main Entrance",2026-07-01,2026-07-01,key,N,2025-03-01,2021-09-01,,,14,16,,2025-11-18,"Damian Carrera",10,"Victor Rios",17188736049,Vrios@earlmonroeschool.org
B20D-02456,,"2021 Bergen Street","Brooklyn Collegiate: A College Board School",23-K-493,,K178,N,Brooklyn,11233,,No,Yes,"2021-12-08 14:58:48",No,No,No,PSAL,2026-02-01,2026-02-01,key,N,2025-03-01,,,,26,18,"Out with Coach: 2022-10-17 16:52:50",2025-10-27,"Rodney Riddick",6,"Nalo Lewis",718-922-1145,nlewis7@schools.nyc.gov
B20D-02457,,"57-00 223 Street","Benjamin N. Cardozo High School",26-Q-415,,3,N,Bayside,11364,,No,Yes,"2022-03-31 16:43:39",No,No,No,PSAL,2026-07-01,2026-07-01,key,N,2025-03-01,,,,39,45,"Out with Coach: 2022-02-16 11:19:24
shipped 5.4.2021 KS152793
Out with Coach: 2022-12-07 11:36:30",2026-01-16,"Steve Rizzo",22,"Daniel scarola",718-279-6500,dscarol2@schools.nyc.gov
B20D-02458,,"695 East 182 Street","P.S. 051 STEM & Arts Academy",10-X-051,x781,1,N,Bronx,10457,,No,Yes,"2022-10-25 10:48:40",No,No,No,"main entrance",2028-04-01,2026-01-01,key,N,2023-05-01,2022-10-01,,,45,25,"shipped 10.6.2022 KS229023
reinstalled main battery 10.2022",2026-02-02,"Damian Carrera",11,"Alexander Stokely",718-733-0347,salexander5@schools.nyc.gov
